crop,task,model,support_positive,support_total,accuracy,precision,recall,f1_score,tn,fp,fn,tp
lettuce,direction_up,naive_lag1,798,1585,0.5034700315457413,0.5034700315457413,1.0,0.6697440201426773,0,787,0,798
lettuce,direction_up,seasonal_naive_lag7,798,1585,0.592429022082019,0.5929095354523227,0.6077694235588973,0.6002475247524752,454,333,313,485
lettuce,direction_up,moving_average_7,798,1585,0.5621451104100946,0.5623501199040767,0.5877192982456141,0.5747549019607843,422,365,329,469
lettuce,direction_up,moving_average_14,798,1585,0.5722397476340694,0.5700934579439252,0.6115288220551378,0.5900846432889963,419,368,310,488
lettuce,direction_up,ridge,798,1585,0.6378548895899053,0.6609195402298851,0.5764411027568922,0.6157965194109772,551,236,338,460
lettuce,direction_up,random_forest,798,1585,0.6889589905362776,0.7529021558872305,0.568922305764411,0.648108493932905,638,149,344,454
lettuce,direction_up,xgboost,798,1585,0.7293375394321766,0.7933227344992051,0.62531328320802,0.6993693062368606,657,130,299,499
lettuce,direction_up,lightgbm,798,1585,0.7091482649842271,0.7612403100775194,0.6152882205513784,0.6805266805266805,633,154,307,491
lettuce,direction_up,sarima_weekly,798,1585,0.5135646687697161,0.5090421969189551,0.9523809523809523,0.6634657354866871,54,733,38,760
lettuce,rise_ge_5pct,naive_lag1,497,1585,0.6864353312302839,0.0,0.0,0.0,1088,0,497,0
lettuce,rise_ge_5pct,seasonal_naive_lag7,497,1585,0.6309148264984227,0.4308176100628931,0.5513078470824949,0.4836716681376876,726,362,223,274
lettuce,rise_ge_5pct,moving_average_7,497,1585,0.6037854889589905,0.3934959349593496,0.4869215291750503,0.4352517985611511,715,373,255,242
lettuce,rise_ge_5pct,moving_average_14,497,1585,0.5842271293375394,0.3805309734513274,0.5191146881287726,0.4391489361702128,668,420,239,258
lettuce,rise_ge_5pct,ridge,497,1585,0.7085173501577287,0.5490196078431373,0.39436619718309857,0.45901639344262296,927,161,301,196
lettuce,rise_ge_5pct,random_forest,497,1585,0.717981072555205,0.5806451612903226,0.36217303822937624,0.44609665427509293,958,130,317,180
lettuce,rise_ge_5pct,xgboost,497,1585,0.7533123028391168,0.6338383838383839,0.5050301810865191,0.5621500559910414,943,145,246,251
lettuce,rise_ge_5pct,lightgbm,497,1585,0.7539432176656151,0.6320987654320988,0.5150905432595574,0.5676274944567627,939,149,241,256
lettuce,rise_ge_5pct,sarima_weekly,497,1585,0.35457413249211356,0.32157394843962006,0.9537223340040242,0.4809741248097412,88,1000,23,474
lettuce,rise_ge_10pct,naive_lag1,348,1585,0.7804416403785489,0.0,0.0,0.0,1237,0,348,0
lettuce,rise_ge_10pct,seasonal_naive_lag7,348,1585,0.6744479495268139,0.34558823529411764,0.5402298850574713,0.42152466367713004,881,356,160,188
lettuce,rise_ge_10pct,moving_average_7,348,1585,0.6876971608832808,0.33916849015317285,0.4454022988505747,0.38509316770186336,935,302,193,155
lettuce,rise_ge_10pct,moving_average_14,348,1585,0.6353312302839117,0.2916666666666667,0.46264367816091956,0.35777777777777775,846,391,187,161
lettuce,rise_ge_10pct,ridge,348,1585,0.8088328075709779,0.6285714285714286,0.3160919540229885,0.42065009560229444,1172,65,238,110
lettuce,rise_ge_10pct,random_forest,348,1585,0.7867507886435331,0.5227272727272727,0.33045977011494254,0.40492957746478875,1132,105,233,115
lettuce,rise_ge_10pct,xgboost,348,1585,0.8277602523659306,0.6666666666666666,0.43103448275862066,0.5235602094240838,1162,75,198,150
lettuce,rise_ge_10pct,lightgbm,348,1585,0.8220820189274448,0.632,0.4540229885057471,0.5284280936454849,1145,92,190,158
lettuce,rise_ge_10pct,sarima_weekly,348,1585,0.27949526813880127,0.22770919067215364,0.9540229885057471,0.36766334440753046,111,1126,16,332
