crop,horizon,model,task,support_positive,support_total,accuracy,precision,recall,f1_score,tn,fp,fn,tp
green_onion,5,xgboost,target_rise_ge_5pct_h5,496,1587,0.7088846880907372,0.5349794238683128,0.5241935483870968,0.5295315682281059,865,226,236,260
green_onion,5,lightgbm,target_rise_ge_5pct_h5,496,1587,0.6767485822306238,0.48547008547008547,0.5725806451612904,0.5254394079555966,790,301,212,284
green_onion,5,random_forest,target_rise_ge_5pct_h5,496,1587,0.6950220541902962,0.5127659574468085,0.48588709677419356,0.4989648033126294,862,229,255,241
green_onion,5,ridge,target_rise_ge_5pct_h5,496,1587,0.6988027725267801,0.5216346153846154,0.4375,0.4758771929824561,892,199,279,217
green_onion,5,ann,target_rise_ge_5pct_h5,496,1587,0.6647763074984246,0.42105263157894735,0.1935483870967742,0.26519337016574585,959,132,400,96
green_onion,5,lightgbm,target_up_h5,776,1587,0.6641461877756774,0.6528301886792452,0.6688144329896907,0.6607256524506684,535,276,257,519
green_onion,5,xgboost,target_up_h5,776,1587,0.665406427221172,0.6685006877579092,0.6262886597938144,0.6467065868263473,570,241,290,486
green_onion,5,random_forest,target_up_h5,776,1587,0.6528040327662256,0.64629388816645,0.6404639175257731,0.6433656957928803,539,272,279,497
green_onion,5,ridge,target_up_h5,776,1587,0.6175173282923756,0.6248153618906942,0.5451030927835051,0.5822436338609773,557,254,353,423
green_onion,5,ann,target_up_h5,776,1587,0.5960932577189666,0.7490774907749077,0.2615979381443299,0.387774594078319,743,68,573,203
green_onion,7,lightgbm,target_rise_ge_10pct_h7,333,1587,0.7479521109010712,0.40509915014164305,0.4294294294294294,0.41690962099125367,1044,210,190,143
green_onion,7,ridge,target_rise_ge_10pct_h7,333,1587,0.7624448645242596,0.4230769230769231,0.3633633633633634,0.39095315024232635,1089,165,212,121
green_onion,7,xgboost,target_rise_ge_10pct_h7,333,1587,0.7523629489603024,0.4032258064516129,0.37537537537537535,0.38880248833592534,1069,185,208,125
green_onion,7,random_forest,target_rise_ge_10pct_h7,333,1587,0.7637051039697542,0.4186046511627907,0.32432432432432434,0.36548223350253806,1104,150,225,108
green_onion,7,ann,target_rise_ge_10pct_h7,333,1587,0.7630749842470069,0.36809815950920244,0.18018018018018017,0.24193548387096775,1151,103,273,60
green_onion,7,lightgbm,target_rise_ge_5pct_h7,472,1587,0.684940138626339,0.4723320158102767,0.5063559322033898,0.4887525562372188,848,267,233,239
green_onion,7,random_forest,target_rise_ge_5pct_h7,472,1587,0.6943919344675489,0.48577680525164113,0.4703389830508475,0.47793326157158234,880,235,250,222
green_onion,7,ridge,target_rise_ge_5pct_h7,472,1587,0.6880907372400756,0.4745011086474501,0.4533898305084746,0.4637053087757313,878,237,258,214
green_onion,7,xgboost,target_rise_ge_5pct_h7,472,1587,0.6887208569628229,0.47533632286995514,0.4491525423728814,0.46187363834422657,881,234,260,212
green_onion,7,ann,target_rise_ge_5pct_h7,472,1587,0.6925015752993069,0.46226415094339623,0.2076271186440678,0.28654970760233917,1001,114,374,98
green_onion,7,random_forest,target_up_h7,729,1587,0.6345305608065532,0.6075036075036075,0.5775034293552812,0.5921237693389592,586,272,308,421
green_onion,7,lightgbm,target_up_h7,729,1587,0.6313799621928167,0.6040462427745664,0.5733882030178327,0.5883180858550316,584,274,311,418
green_onion,7,ridge,target_up_h7,729,1587,0.6257088846880907,0.5991189427312775,0.5596707818930041,0.5787234042553191,585,273,321,408
green_onion,7,xgboost,target_up_h7,729,1587,0.6194076874606175,0.598116169544741,0.522633744855967,0.5578330893118595,602,256,348,381
green_onion,7,ann,target_up_h7,729,1587,0.5967233774417139,0.6618181818181819,0.2496570644718793,0.36254980079681276,765,93,547,182
green_onion,14,lightgbm,target_rise_ge_10pct_h14,404,1587,0.7643352236925016,0.5414364640883977,0.48514851485148514,0.5117493472584856,1017,166,208,196
green_onion,14,random_forest,target_rise_ge_10pct_h14,404,1587,0.7561436672967864,0.5230352303523035,0.4777227722772277,0.49935316946959896,1007,176,211,193
green_onion,14,xgboost,target_rise_ge_10pct_h14,404,1587,0.7630749842470069,0.5421686746987951,0.44554455445544555,0.4891304347826087,1031,152,224,180
green_onion,14,ridge,target_rise_ge_10pct_h14,404,1587,0.7233774417139256,0.456359102244389,0.452970297029703,0.4546583850931677,965,218,221,183
green_onion,14,ann,target_rise_ge_10pct_h14,404,1587,0.7246376811594203,0.368,0.11386138613861387,0.17391304347826086,1104,79,358,46
green_onion,14,lightgbm,target_rise_ge_5pct_h14,514,1587,0.7265280403276623,0.5900900900900901,0.5097276264591439,0.5469728601252609,891,182,252,262
green_onion,14,xgboost,target_rise_ge_5pct_h14,514,1587,0.725897920604915,0.5938242280285035,0.48638132295719844,0.5347593582887701,902,171,264,250
green_onion,14,ridge,target_rise_ge_5pct_h14,514,1587,0.6918714555765595,0.5244618395303327,0.5214007782101168,0.5229268292682927,830,243,246,268
green_onion,14,random_forest,target_rise_ge_5pct_h14,514,1587,0.7088846880907372,0.5593607305936074,0.4766536964980545,0.5147058823529411,880,193,269,245
green_onion,14,ann,target_rise_ge_5pct_h14,514,1587,0.6597353497164461,0.41875,0.1303501945525292,0.19881305637982197,980,93,447,67
green_onion,14,ridge,target_up_h14,698,1587,0.6546943919344675,0.6182965299684543,0.5616045845272206,0.5885885885885885,647,242,306,392
green_onion,14,lightgbm,target_up_h14,698,1587,0.6641461877756774,0.6470588235294118,0.5200573065902578,0.5766481334392375,691,198,335,363
green_onion,14,xgboost,target_up_h14,698,1587,0.6691871455576559,0.6706114398422091,0.4871060171919771,0.5643153526970954,722,167,358,340
green_onion,14,random_forest,target_up_h14,698,1587,0.6534341524889729,0.6326164874551972,0.505730659025788,0.5621019108280255,684,205,345,353
green_onion,14,ann,target_up_h14,698,1587,0.6030245746691871,0.6717171717171717,0.19054441260744986,0.296875,824,65,565,133
green_onion,20,lightgbm,target_rise_ge_10pct_h20,466,1587,0.7725267800882167,0.6462395543175488,0.4978540772532189,0.5624242424242424,994,127,234,232
green_onion,20,ridge,target_rise_ge_10pct_h20,466,1587,0.7454316320100819,0.5698198198198198,0.5429184549356223,0.5560439560439561,930,191,213,253
green_onion,20,xgboost,target_rise_ge_10pct_h20,466,1587,0.7693761814744802,0.6428571428571429,0.48283261802575106,0.5514705882352942,996,125,241,225
green_onion,20,random_forest,target_rise_ge_10pct_h20,466,1587,0.7655954631379962,0.6298342541436464,0.4892703862660944,0.5507246376811594,987,134,238,228
green_onion,20,ann,target_rise_ge_10pct_h20,466,1587,0.7359798361688721,0.5701492537313433,0.40987124463519314,0.4769038701622971,977,144,275,191
green_onion,20,lightgbm,target_rise_ge_5pct_h20,543,1587,0.7548834278512917,0.6842105263157895,0.5267034990791897,0.595213319458897,912,132,257,286
green_onion,20,ridge,target_rise_ge_5pct_h20,543,1587,0.7277882797731569,0.6077669902912621,0.576427255985267,0.5916824196597353,842,202,230,313
green_onion,20,xgboost,target_rise_ge_5pct_h20,543,1587,0.7561436672967864,0.696969696969697,0.5082872928176796,0.5878594249201278,924,120,267,276
green_onion,20,random_forest,target_rise_ge_5pct_h20,543,1587,0.7448015122873346,0.6674757281553398,0.5064456721915286,0.5759162303664922,907,137,268,275
green_onion,20,ann,target_rise_ge_5pct_h20,543,1587,0.7076244486452425,0.6047745358090185,0.4198895027624309,0.4956521739130435,895,149,315,228
green_onion,20,ridge,target_up_h20,699,1587,0.7038437303087587,0.6861788617886179,0.6037195994277539,0.6423135464231354,695,193,277,422
green_onion,20,lightgbm,target_up_h20,699,1587,0.7208569628229363,0.7612244897959184,0.5336194563662375,0.6274179983179142,771,117,326,373
green_onion,20,random_forest,target_up_h20,699,1587,0.704473850031506,0.735655737704918,0.5135908440629471,0.6048862679022746,759,129,340,359
green_onion,20,xgboost,target_up_h20,699,1587,0.7114051669817265,0.7625272331154684,0.5007153075822603,0.6044905008635578,779,109,349,350
green_onion,20,ann,target_up_h20,699,1587,0.6792690611216131,0.7209302325581395,0.4434907010014306,0.5491585473870682,768,120,389,310
lettuce,1,xgboost,target_rise_ge_10pct_h1,348,1586,0.7862547288776797,0.5207373271889401,0.32471264367816094,0.4,1134,104,235,113
